2,31.04701,-121.05789,4.8585891296,10.9
3,31.07507,-120.93674,5.7993861427,14.1
4,31.10299,-120.81551,7.2973325952,0.7
5,31.13078,-120.69418,14.1264593505,17.9
6,31.15843,-120.57278,14.7234074425,12.7
7,31.18594,-120.45128,15.0575228435,11
8,31.21331,-120.3297,15.806088742,9.1
9,31.24055,-120.20803,16.5536145147,6.3
10,31.26765,-120.08627,16.9757126097,8.6
11,31.29461,-119.96444,16.8584450835,-4.1
12,31.32144,-119.84252,16.6252378482,14.6
13,31.34812,-119.72051,17.2960719965,15.3
14,31.37467,-119.59843,16.7741376198,6.3
15,31.40108,-119.47625,16.2215155571,14.7
16,31.42735,-119.354,15.2149741763,6.8
17,31.45348,-119.23166,14.8150328412,10.9
18,31.47947,-119.10924,14.3090724757,19.6
19,31.50532,-118.98673,15.0063178671,13
20,31.53103,-118.86415,14.8968720465,17
21,31.55661,-118.74149,14.9192939549,8.7
22,31.58204,-118.61874,13.9934982093,11
23,31.60733,-118.49591,13.8026300637,11.1
24,31.63249,-118.37301,12.9948236716,16.3
25,31.6575,-118.25002,12.2149500605,16.1
26,31.68237,-118.12695,11.2473095973,17.1
27,31.70711,-118.00381,10.9893464165,10.1
28,31.7317,-117.88058,10.5067014843,16.5
29,31.75615,-117.75729,10.0214550933,14.6
30,31.78046,-117.6339,9.5249348901,16.8
31,31.80463,-117.51044,8.6217253016,13.3
32,31.82866,-117.38692,7.8223632721,20.4
33,31.85254,-117.26331,7.071442548,17
34,31.87629,-117.13962,6.1555459801,13.9
35,31.89989,-117.01585,5.5268306267,17.6
36,31.92335,-116.89201,4.1022432367,21.5
37,31.94666,-116.7681,2.6018431656,16.8
38,31.96984,-116.64411,1.6950724596,17.5
39,31.99287,-116.52005,1.3971290851,21.2
40,32.01576,-116.39591,1.2130038542,23.6
41,32.03851,-116.27171,1.0787530601,19.7
42,32.06112,-116.14742,0.9452979355,19.3
43,32.08358,-116.02306,0.8638628383,22.8
44,32.1059,-115.89864,0.8038477621,23.6
45,32.12807,-115.77414,0.6611231693,25.7
46,32.1501,-115.64957,0.7617921083,21.3
47,32.17199,-115.52493,0.8774186609,25.6
48,32.19373,-115.40021,1.0552543316,25.2
49,32.21533,-115.27543,1.0540981143,22.5
50,32.23679,-115.15057,0.9687331145,25.8
51,32.2581,-115.02565,0.7958864201,25
52,32.27927,-114.90066,0.7234991851,28.5
53,32.30029,-114.7756,0.6671401285,26
54,32.32117,-114.65047,0.6199061579,24.2
55,32.3419,-114.52527,0.6728865942,27
56,32.36249,-114.40001,0.4402842608,27
57,32.38293,-114.27467,0.4713695345,27.4
58,32.40323,-114.14928,0.4504377793,27.2
59,32.42338,-114.02381,0.4796053272,27.5
60,32.44339,-113.89828,0.3970531197,30.3
61,32.46325,-113.77269,0.4761101453,26.1
62,32.48297,-113.64703,0.3590867046,28
63,32.50254,-113.52131,0.3142859652,26.1
64,32.52196,-113.39552,0.3412404802,27.4
65,32.54124,-113.26967,0.4651471795,26.5
66,32.56037,-113.14375,0.2105295871,25.9
67,32.57935,-113.01778,0.2793215189,26.9
68,32.59819,-112.89173,0.2295210859,27.8
69,32.61688,-112.76563,0.2179951396,29.7
70,32.63543,-112.63947,0.172151379,25.4
71,32.65382,-112.51324,0.1991443551,27.3
72,32.67208,-112.38696,0.2306162551,28.9
73,32.69018,-112.26062,0.1867134973,27.3
74,32.70814,-112.13422,0.3102250718,26.8
75,32.72594,-112.00775,1.0876288826,26.8
76,31.15077,-121.09077,2.5254150495,29.2
77,31.17888,-120.96947,1.528310768,29.3
78,31.20684,-120.84808,9.3350717869,27.1
79,31.23467,-120.72661,10.7079923511,27.8
80,31.26237,-120.60505,11.7427790524,28.4
81,31.28992,-120.4834,12.3178994724,26.5
82,31.31734,-120.36166,12.7341677348,27.8
83,31.34462,-120.23985,13.313095566,27.6
84,31.37176,-120.11794,14.1661960807,26.3
85,31.39877,-119.99596,14.3824595639,26.8
86,31.42563,-119.87388,14.8541393356,24.8
87,31.45236,-119.75172,15.4781968021,22.4
88,31.47895,-119.62948,15.1729353947,21.9
89,31.5054,-119.50715,14.7036727049,24.7
90,31.53171,-119.38474,14.4101529102,757
91,31.55788,-119.26225,13.7259648556,755
92,31.58391,-119.13967,13.6085372209,768
93,31.60981,-119.01701,13.5124283247,754
94,31.63556,-118.89427,14.1034960377,757
95,31.66117,-118.77145,14.590850617,760
96,31.68665,-118.64855,13.7930339883,758
97,31.71198,-118.52557,13.4766402054,765
98,31.73718,-118.4025,13.1595152534,756
99,31.76223,-118.27937,12.2631150823,765
100,31.78714,-118.15614,11.125999307,758
101,31.81191,-118.03284,10.6239462479,756
102,31.83654,-117.90945,10.7063094542,763
103,31.86103,-117.786,10.7677172756,758
104,31.88538,-117.66246,10.2484492134,756
105,31.90959,-117.53884,9.4866479672,760
106,31.93365,-117.41515,9.3514633942,758
107,31.95758,-117.29138,8.7341507435,758
108,31.98136,-117.16753,8.2947113583,756
109,32.005,-117.04361,7.8855175364,758
110,32.0285,-116.91961,6.5946682449,757
111,32.05185,-116.79553,5.085235435,754
112,32.07506,-116.67139,3.4759792238,760
113,32.09813,-116.54716,2.8577183116,752
114,32.12106,-116.42287,2.5687536474,757
115,32.14384,-116.29849,2.2303666826,755
116,32.16648,-116.17405,1.9028298853,758
117,32.18898,-116.04953,1.4861876466,757
118,32.21133,-115.92493,1.4512620398,764
119,32.23354,-115.80028,1.162864662,761
120,32.25561,-115.67554,1.0609620285,758
121,32.27753,-115.55074,1.1830656679,756
122,32.29931,-115.42586,1.3527414217,753
123,32.32095,-115.30091,1.2889942084,761
124,32.34243,-115.17589,1.4147287317,752
125,32.36378,-115.0508,1.1121581293,760
126,32.38498,-114.92564,1.1641929028,760
127,32.40604,-114.80042,0.9990202015,754
128,32.42695,-114.67513,1.0065799831,755
129,32.44771,-114.54976,0.8052944676,750
130,32.46833,-114.42433,0.8069777994,755
131,32.48881,-114.29883,0.6737948668,757
132,32.50914,-114.17326,0.6360262945,758
133,32.52932,-114.04764,0.5300953118,757
134,32.54936,-113.92194,0.5777591541,755
135,32.56926,-113.79617,0.5544373815,759
136,32.589,-113.67035,0.3665680175,759
137,32.6086,-113.54446,0.386054604,755
138,32.62806,-113.4185,0.4067339739,757
139,32.64737,-113.29248,0.425949173,755
140,32.66653,-113.1664,0.2050031323,755
141,32.68554,-113.04025,0.1921253238,754
142,32.70441,-112.91404,0.1247784712,755
143,32.72313,-112.78777,0.1084539713,760
144,32.74171,-112.66144,0.0892419616,759
145,32.76013,-112.53504,0.0954886251,754
146,32.77841,-112.40858,0.0603690477,759
147,32.79654,-112.28207,0.0439829144,759
148,32.81453,-112.15549,0.0249507688,756
149,32.83237,-112.02886,0.1833667519,759
150,31.25455,-121.12373,3.0401013668,757
151,31.2827,-121.00228,2.5355806836,758
152,31.31071,-120.88074,11.0748549903,758
153,31.33858,-120.75912,12.7274629155,754
154,31.36632,-120.63741,13.2381250485,756
155,31.39392,-120.51561,13.7784911681,757
156,31.42138,-120.39372,14.2136080613,756
157,31.4487,-120.27175,15.334601314,756
158,31.47589,-120.1497,15.412647024,756
159,31.50294,-120.02755,16.5354228997,756
160,31.52984,-119.90533,16.777751635,757
161,31.55661,-119.78301,17.4075512584,757
162,31.58324,-119.66061,17.0909339938,755
163,31.60974,-119.53813,16.5306555263,756
164,31.63609,-119.41557,15.610097876,756
165,31.6623,-119.29292,15.0966298973,759
166,31.68838,-119.17019,14.6089066496,756
167,31.71431,-119.04738,14.4104325128,758
168,31.7401,-118.92448,15.2665842446,757
169,31.76576,-118.80151,15.9869951258,758
170,31.79127,-118.67844,15.3214609153,756
171,31.81665,-118.55531,14.6773465421,756
172,31.84188,-118.43208,14.4122680012,758
173,31.86697,-118.30878,13.4094383359,755
174,31.89192,-118.1854,12.7880544693,756
175,31.91673,-118.06194,11.93373994,758
176,31.9414,-117.9384,12.3077655301,758
177,31.96593,-117.81479,11.2495015908,753
178,31.99032,-117.69109,10.7786668355,5.2
179,32.01456,-117.56731,10.2150134868,14.6
180,32.03867,-117.44346,9.9856035161,3.6
181,32.06263,-117.31953,9.3631173698,7.5
182,32.08645,-117.19553,8.9596272853,5.3
183,32.11013,-117.07144,8.4859291618,5.6
184,32.13366,-116.94728,7.5838780208,8
185,32.15705,-116.82304,5.8093346565,2.5
186,32.1803,-116.69873,4.136684272,5.8
187,32.20341,-116.57435,3.3087263054,3
188,32.22637,-116.44989,3.1113872657,6.9
189,32.24919,-116.32536,2.5323144749,17
190,32.27187,-116.20074,2.2471120056,8.8
191,32.2944,-116.07607,1.8237460657,8.5
192,32.31679,-115.95131,1.9159983969,5.7
193,32.33903,-115.82648,1.5537042776,6.5
194,32.36113,-115.70158,1.4630586088,4.2
195,32.38309,-115.57661,1.3738106651,13.9
196,32.4049,-115.45157,1.6937500645,12.3
197,32.42657,-115.32646,1.8020978534,14.4
198,32.44809,-115.20127,1.6068050193,7.7
199,32.46947,-115.07602,1.5439697243,11.6
200,32.49071,-114.9507,1.4842674082,9.6
201,32.5118,-114.8253,1.4248693997,11.9
202,32.53274,-114.69984,1.3069222616,10.6
203,32.55354,-114.57432,1.215077272,17.6
204,32.5742,-114.44872,1.098266008,14.7
205,32.5947,-114.32305,1.2266361699,12.5
206,32.61507,-114.19732,0.9038835185,14.8
207,32.63528,-114.07153,0.9343711874,17.8
208,32.65535,-113.94566,0.8724361497,13.1
209,32.67528,-113.81973,0.8477124968,15.9
210,32.69505,-113.69373,0.6352522543,18.3
211,32.71469,-113.56767,0.6961104109,18.9
212,32.73417,-113.44154,0.6583366446,20.3
213,32.75351,-113.31535,0.8354223155,15.6
214,32.7727,-113.1891,0.4753642524,21.8
215,32.79175,-113.06278,0.4177909118,22.5
216,32.81065,-112.93641,0.3472096228,23.6
217,32.8294,-112.80997,0.2874954916,20.9
218,32.848,-112.68346,0.2872024416,14.9
219,32.86646,-112.55689,0.2522902383,21.1
220,32.88477,-112.43027,0.2196488565,24.6
221,32.90293,-112.30358,0.2245808483,24.5
222,32.92094,-112.17683,0.2696708979,22.1
223,32.9388,-112.05003,0.429008775,22.9
224,31.35835,-121.15678,3.282976864,25.1
225,31.38654,-121.03518,2.7661570245,24.8
226,31.41459,-120.91349,11.7959363104,22
227,31.44251,-120.79172,13.16805417,22.4
228,31.47029,-120.66985,13.716933877,26.9
229,31.49793,-120.5479,14.2201758037,25.1
230,31.52544,-120.42587,15.5329014911,25.8
231,31.5528,-120.30374,16.0908801559,25.5
232,31.58003,-120.18153,16.7994315095,24.3
233,31.60712,-120.05923,17.3294361633,26
234,31.63407,-119.93685,17.8153459826,22
235,31.66088,-119.81438,18.2060373458,25.3
236,31.68756,-119.69183,17.6886453667,25.1
237,31.71409,-119.5692,17.3597155692,26.2
238,31.74048,-119.44648,16.1689908825,21.7
239,31.76674,-119.32368,15.6573214498,24.1
240,31.79285,-119.20079,15.5282642583,24.3
241,31.81883,-119.07782,15.1312876498,25.2
242,31.84466,-118.95477,15.6345881294,27
243,31.87036,-118.83163,16.0316460883,23
244,31.89591,-118.70842,15.7949763571,24.5
245,31.92133,-118.58512,15.5482944196,26.1
246,31.9466,-118.46175,14.9138300568,25.2
247,31.97173,-118.33829,13.6391816677,26.3
248,31.99672,-118.21475,12.79347977,23
249,32.02157,-118.09113,12.2656784553,25.2
250,32.04628,-117.96743,12.0718769959,27.4
251,32.07085,-117.84365,11.4423567167,26.9
252,32.09527,-117.7198,11.0044112714,23.1
253,32.11956,-117.59586,10.3178456305,25
254,32.1437,-117.47185,10.0702496512,26.9
255,32.16769,-117.34776,9.6378702677,25.4
256,32.19155,-117.22359,8.9738629068,24.9
257,32.21527,-117.09935,8.3540511557,26.3
258,32.23884,-116.97503,7.5377404944,23.5
259,32.26227,-116.85063,5.8379325378,23
260,32.28555,-116.72616,4.1078476955,19.3
261,32.3087,-116.60161,3.1307095655,19.5
262,32.3317,-116.47698,2.7855384576,21.6
263,32.35455,-116.35229,2.3195896522,733
264,32.37726,-116.22752,2.0236107704,729
265,32.39983,-116.10267,1.8601640791,734
266,32.42226,-115.97775,1.6991916365,733
267,32.44453,-115.85276,1.5969337217,732
268,32.46667,-115.7277,1.4975591336,736
269,32.48866,-115.60256,1.4402836886,735
270,32.51051,-115.47736,1.650791846,740
271,32.53222,-115.35208,1.7828732332,736
272,32.55377,-115.22673,1.7994255602,730
273,32.57518,-115.10131,1.6086641625,736
274,32.59645,-114.97582,1.576058826,734
275,32.61758,-114.85027,1.5235279252,736
276,32.63855,-114.72463,1.4217898321,734
277,32.65939,-114.59894,1.0903246239,735
278,32.68007,-114.47318,1.0495666521,734
279,32.70061,-114.34734,1.2429054364,734
280,32.72101,-114.22144,0.968000533,737
281,32.74126,-114.09547,0.9918613702,728
282,32.76136,-113.96944,0.934350753,735
283,32.78131,-113.84335,1.0007136029,732
284,32.80112,-113.71718,0.7036424024,735
285,32.82079,-113.59095,0.6899900734,735
286,32.8403,-113.46465,0.6101496903,738
287,32.85967,-113.33829,0.9276053906,737
288,32.87889,-113.21187,0.5813327646,736
289,32.89797,-113.08538,0.5747442337,734
290,32.9169,-112.95883,0.4452531987,729
291,32.93568,-112.83222,0.3937731763,738
292,32.95431,-112.70555,0.4036225479,730
293,32.9728,-112.57881,0.3876457511,741
294,32.99113,-112.45201,0.360295633,738
295,33.00932,-112.32516,0.4103825197,732
296,33.02737,-112.19823,0.4405738682,733
297,33.04526,-112.07126,0.5872599174,728
298,31.46215,-121.18992,3.4922582307,733
299,31.49039,-121.06817,3.2033829355,734
300,31.51849,-120.94633,13.2263140321,737
301,31.54645,-120.8244,14.6284149998,736
302,31.57427,-120.70238,14.766399809,734
303,31.60196,-120.58028,15.8436548708,737
304,31.62951,-120.45809,16.5780768274,738
305,31.65692,-120.33582,16.8540144576,736
306,31.68419,-120.21346,18.043183028,737
307,31.71132,-120.091,17.8435474875,734
308,31.73831,-119.96847,18.332040584,737
309,31.76517,-119.84585,19.0897037198,733
310,31.79188,-119.72314,18.6644918496,733
311,31.81845,-119.60035,17.8600964486,732
312,31.84489,-119.47748,17.2069998589,732
313,31.87119,-119.35452,16.6201940292,736
314,31.89734,-119.23148,16.0433936165,738
315,31.92336,-119.10835,15.8024801924,732
316,31.94923,-118.98515,15.9365181466,735
317,31.97497,-118.86185,16.7373972438,738
318,32.00056,-118.73848,16.4566216175,733
319,32.02602,-118.61502,16.1280224182,737
320,32.05133,-118.49149,15.050469168,735
321,32.0765,-118.36787,13.9615939193,735
322,32.10153,-118.24417,13.2565545023,736
323,32.12642,-118.12039,12.9099478455,732
324,32.15117,-117.99654,12.400060562,734
325,32.17578,-117.8726,11.9213476222,736
326,32.20024,-117.74858,11.3249037672,734
327,32.22456,-117.62449,10.231637052,733
328,32.24874,-117.50031,10.2955307866,735
329,32.27278,-117.37607,9.9112146193,735
330,32.29667,-117.25173,9.4380075988,734
331,32.32042,-117.12733,8.9442845791,734
332,32.34403,-117.00285,7.7114389988,732
333,32.3675,-116.87829,5.8455455056,734
334,32.39082,-116.75365,3.8962651649,733
335,32.414,-116.62894,2.9196161761,736
336,32.43703,-116.50416,2.6732220333,732
337,32.45993,-116.3793,2.0877734913,735
338,32.48267,-116.25436,2.0557206392,736
339,32.50528,-116.12935,1.8196834719,735
340,32.52774,-116.00427,1.7540216976,736
341,32.55006,-115.87911,1.5513343781,734
342,32.57223,-115.75388,1.690501051,734
343,32.59425,-115.62859,1.4545059677,737
344,32.61613,-115.50321,1.654774609,733
345,32.63787,-115.37777,1.7585620522,738
346,32.65947,-115.25226,1.7595461025,737
347,32.68091,-115.12667,1.7293782321,733
348,32.70221,-115.00101,1.6089751721,2.3
349,32.72337,-114.87529,1.5314410512,5.1
350,32.74438,-114.7495,1.2654238143,-2.9
351,32.76524,-114.62363,1.1709887249,11.3
352,32.78596,-114.4977,1.0946582162,8.5
353,32.80654,-114.3717,1.2051322582,0.8
354,32.82697,-114.24563,1.093884875,8
355,32.84724,-114.11949,1.044195267,-5.2
356,32.86738,-113.99329,0.8240598094,6.4
357,32.88737,-113.86703,1.0584001044,-9.1
358,32.90721,-113.74069,0.8699975499,10.5
359,32.9269,-113.61429,0.755447998,4.8
360,32.94645,-113.48782,0.7249751567,-1.8
361,32.96585,-113.3613,1.1067471275,1.3
362,32.9851,-113.2347,0.7503176197,3.1
363,33.00421,-113.10805,0.6866613967,5.9
364,33.02317,-112.98132,0.5795759354,18.4
365,33.04198,-112.85455,0.6364644877,8.8
366,33.06064,-112.7277,0.431304953,4.8
367,33.07915,-112.60079,0.5172206768,-1.7
368,33.09752,-112.47382,0.4491619903,7.3
369,33.11574,-112.34679,0.4993371787,11
370,33.13381,-112.2197,0.616553078,9.5
371,33.15173,-112.09255,0.7526886352,13.4
372,31.56597,-121.22315,3.6896845239,8.4
373,31.59425,-121.10125,3.3453151285,11.7
374,31.6224,-120.97926,13.8347648117,7.5
375,31.6504,-120.85718,15.4321282244,13.7
376,31.67827,-120.73501,15.8085288461,9.6
377,31.706,-120.61275,16.2936460921,20.1
378,31.73359,-120.49041,17.0641944722,10.3
379,31.76104,-120.36798,17.7657885226,10.7
380,31.78835,-120.24546,18.6217709918,18.4
381,31.81553,-120.12286,19.1701727585,16.6
382,31.84257,-120.00017,19.2578860296,13.7
383,31.86946,-119.8774,19.9620515937,16.4
384,31.89622,-119.75453,19.4295154412,15.4
385,31.92284,-119.63159,18.9693543256,18.7
386,31.94931,-119.50856,17.8072257631,19.9
387,31.97565,-119.38544,17.1171805466,13.2
388,32.00185,-119.26225,16.1838002203,22.3
389,32.0279,-119.13896,15.5929577787,23.1
390,32.05382,-119.01559,16.2654467089,24
391,32.0796,-118.89215,16.9601737917,19.3
392,32.10523,-118.76862,16.5222567295,13.8
393,32.13073,-118.645,16.4560147275,22.1
394,32.15608,-118.52131,15.7135731725,24.1
395,32.18129,-118.39754,14.6889524084,24.5
396,32.20636,-118.27368,13.4839082311,22.6
397,32.23129,-118.14974,12.6726739551,24.5
398,32.25608,-118.02573,12.862239216,25.7
399,32.28072,-117.90163,11.9744260524,24.2
400,32.30522,-117.77745,11.4329690056,21.5
401,32.32958,-117.65319,10.1972372051,22.6
402,32.3538,-117.52886,10.547034648,26.2
403,32.37787,-117.40445,9.7406279718,27.1
404,32.40181,-117.27996,9.7826470869,26.3
405,32.42559,-117.15539,9.3922829298,25.5
406,32.44924,-117.03075,8.4402203622,25.7
407,32.47274,-116.90602,6.1038445703,27.5
408,32.49611,-116.78123,3.8543921807,22
409,32.51932,-116.65635,2.7506031373,25.4
410,32.54239,-116.5314,2.5343840479,25.6
411,32.56532,-116.40638,2.0652246013,27.2
412,32.5881,-116.28128,1.8148122231,20.3
413,32.61074,-116.15611,1.6591971069,23.4
414,32.63324,-116.03086,1.6243769432,23
415,32.65559,-115.90554,1.5419354893,25
416,32.6778,-115.78014,1.4648440058,26.5
417,32.69986,-115.65468,1.4139300215,23.9
418,32.72178,-115.52914,1.5047980619,24.6
419,32.74355,-115.40353,1.6742550007,23.1
420,32.76517,-115.27785,1.7037099728,25.3
421,32.78665,-115.1521,1.6613274864,27.7
422,32.80799,-115.02628,1.6546303311,27.7
423,32.82918,-114.90038,1.5015796904,25.6
424,32.85022,-114.77442,1.3381623649,24.8
425,32.87112,-114.64839,1.0714865859,26.1
426,32.89187,-114.52229,1.0718917417,25.2
427,32.91248,-114.39613,1.121774277,27
428,32.93293,-114.26988,1.0487277335,20.6
429,32.95325,-114.14359,1.049131919,20.6
430,32.97342,-114.01721,1.0127291457,23.5
431,32.99343,-113.89077,1.0030446366,18
432,33.01331,-113.76427,0.8455896938,21
433,33.03303,-113.6377,0.7670589173,22.4
434,33.05261,-113.51106,0.7659342242,750
435,33.07204,-113.38436,1.0460210489,746
436,33.09132,-113.2576,0.7402165066,759
437,33.11046,-113.13078,0.6415748838,743
438,33.12945,-113.00388,0.6108916784,747
439,33.14829,-112.87692,0.6227864828,749
440,33.16698,-112.74991,0.5575216519,746
441,33.18552,-112.62283,0.6081946252,760
442,33.20392,-112.49569,0.5984833109,745
443,33.22217,-112.36848,0.573057509,758
444,33.24027,-112.24122,0.8024465945,748
445,33.25822,-112.1139,0.759655708,748
446,31.66981,-121.25647,3.6140584133,757
447,31.69813,-121.13441,3.6134203312,753
448,31.72632,-121.01227,14.3796300981,745
449,31.75437,-120.89004,16.1830258258,750
450,31.78228,-120.76772,16.4701391217,747
451,31.81005,-120.64531,17.198041928,750
452,31.83769,-120.52281,18.1228255977,749
